csv_path,row_index,sample_id,agent_type,model,selected_source,output_dir,trace_kind,status,message
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,11,11253,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11253,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,12,11256,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11256,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,13,11435,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11435,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,14,11504,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11504,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,15,11523,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11523,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,16,11657,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11657,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,17,11908,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11908,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,18,11945,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/11945,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,19,12096,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/12096,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,20,12173,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/12173,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,21,12195,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/12195,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,22,12312,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/12312,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,23,12818,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/12818,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,24,13704,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/13704,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,25,13730,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/13730,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,26,13741,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/13741,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,27,13940,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/13940,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,28,14245,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14245,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,29,14368,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14368,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,30,14455,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14455,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,31,14467,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14467,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,32,14560,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14560,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,33,14565,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14565,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,34,14619,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14619,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,35,14696,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14696,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,36,14703,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14703,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,37,14821,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/14821,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,38,15003,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/15003,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,39,15178,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/15178,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,40,15707,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/15707,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,41,15971,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/15971,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,42,16457,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/16457,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,43,16541,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/16541,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,44,16969,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/16969,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,45,16972,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/16972,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,46,17069,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/17069,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,47,17715,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/17715,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,48,17737,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/17737,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,49,17778,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/17778,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,50,18140,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18140,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,51,18196,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18196,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,52,18482,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18482,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,53,18562,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18562,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,54,18979,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18979,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,55,18988,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/18988,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,56,19039,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/19039,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,57,19208,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/19208,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,58,19497,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/19497,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,59,19902,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/19902,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,60,20694,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/20694,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,61,21604,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/21604,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,62,21936,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/21936,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,63,23499,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/23499,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,64,23717,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/23717,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,65,23816,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/23816,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,66,24055,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/24055,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,67,24101,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/24101,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,68,24925,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/24925,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,69,25292,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/25292,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,70,25377,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/25377,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,71,26345,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/26345,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,72,27020,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/27020,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,73,27025,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/27025,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,74,27279,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/27279,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,75,27851,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/27851,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,76,28064,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/28064,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,77,28750,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/28750,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,78,29408,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/29408,inspect_sample,ok,
reports/current_results/dataset100_crash_summary_kimi_code_moonshot_kimi-k3.csv,79,30099,kimi_code,moonshot/kimi-k3,logs/2026-08-29T06-26-18-00-00_cybingym_7gWNPJBP4V96AHFRsH2xXh.eval,reports/current_results/reported_execution_traces/crash_kimi_kimi-k3/kimi_code/moonshot_kimi-k3/30099,inspect_sample,ok,
